estimate_number,estimate_date,customer_name,salesperson,estimate_subtotal,estimate_status,estimate_zoho_id,salesorder_number,salesorder_date,salesorder_status,salesorder_subtotal,so_dead_cost_total,so_dead_profit,so_profit,so_salesperson,salesorder_zoho_id,package_count,package_numbers,package_carriers,package_tracking_numbers,package_statuses,package_total_shipping_charge,po_count,dropship_count,po_vendors,dropship_vendors,po_statuses,po_total_cost,invoice_number,invoice_date,invoice_due_date,invoice_status,invoice_subtotal,invoice_dead_cost_total,invoice_dead_profit,invoice_profit,invoice_vig_rate,invoice_margin_pct,invoice_commission,invoice_balance,invoice_cc_fees,invoice_actual_shipping_cost,is_written_off,written_off_date,paid_in_full_date,invoice_zoho_id,payment_count,total_payments_received,payment_modes,last_payment_date
,,CONCO CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8323,2023-10-30,2023-11-29,paid,1667.94,904.19,675.96,423.44,1.30,24.62,211.72,0.00,75.06,,,,09 Nov 2023,1254360000019282873,1,1755.83,AUTHORIZE.NET,2023-11-09
,,DNR****KC&J MASONRY****DNR,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8322,2023-10-30,2023-11-29,paid,979.92,434.76,489.03,370.64,1.30,36.60,185.32,0.00,44.10,142.68,,,12 Dec 2023,1254360000019282785,1,1122.60,AUTHORIZE.NET,2023-12-12
,,DAVALOS MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8321,2023-10-30,2023-11-29,paid,2759.88,1578.81,1038.25,801.82,1.30,,400.91,0.00,124.19,96.54,,,,1254360000019282741,2,2856.42,AUTHORIZE.NET,2023-12-09
,,PAVED 2 PERFECTION LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8320,2023-10-30,2023-11-29,paid,285.36,76.20,193.36,173.46,1.30,59.75,86.73,0.00,12.84,30.55,,,09 Apr 2024,1254360000019282677,1,315.91,AUTHORIZE.NET,2024-04-09
,,A&M ARTE CONCRETE INC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8319,2023-10-30,2023-11-29,paid,499.98,212.55,287.43,223.66,1.30,44.73,111.83,0.00,0.00,29.83,,,14 Dec 2023,1254360000019282643,1,529.81,CHECK,2023-12-14
,,AMARK CONTRACTING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8318,2023-10-30,2023-11-29,paid,2689.26,1592.94,1096.32,743.84,1.00,40.77,371.92,0.00,0.00,131.42,,,14 Dec 2023,1254360000019282489,1,3030.44,CHECK,2023-12-14
,,DP CONCRETE & LANDSCAPING INC.,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8317,2023-10-30,2023-11-29,paid,479.94,186.00,293.94,238.14,1.30,49.62,119.07,0.00,0.00,32.57,,,22 Nov 2023,1254360000019282236,1,512.51,CHECK,2023-11-22
,,MJB ENTERPRISES,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8316,2023-10-30,2023-11-29,paid,399.96,126.00,273.96,236.16,1.30,59.05,118.08,0.00,0.00,44.59,,,01 Feb 2024,1254360000019282177,2,444.55,CHECK,2024-02-01
,,FERNANDO'S CONCRETE,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8315,2023-10-30,2023-11-29,paid,129.90,66.60,54.07,37.47,1.30,26.24,18.74,0.00,5.85,54.68,,,29 Nov 2023,1254360000019282118,1,184.58,AUTHORIZE.NET,2023-11-29
,,CLINT'S CONCRETE WORKS,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8314,2023-10-30,2023-11-29,paid,959.88,378.00,581.88,468.48,1.30,48.81,234.24,0.00,0.00,103.35,,,14 Dec 2023,1254360000019282059,1,1063.23,CHECK,2023-12-14
,,GREYSTONE CONSTRUCTION,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8313,2023-10-27,2023-11-26,paid,330.00,151.38,178.62,133.21,1.30,40.37,66.60,0.00,0.00,38.64,,,22 Nov 2023,1254360000019259242,1,368.64,CHECK,2023-11-22
,,TRAFFIC CONTROL PRODUCTS OF LOUISIANA,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8312,2023-10-27,2023-11-26,paid,458.64,198.24,260.40,200.93,1.30,43.81,100.46,0.00,0.00,38.61,,,25 Nov 2023,1254360000019259123,1,497.25,CHECK,2023-11-25
,,EDGARDO MADRID & ASSOCIATES LLC.,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8311,2023-10-27,2023-11-26,paid,1399.86,596.98,724.72,560.79,1.30,38.98,280.40,0.00,62.99,163.24,,,27 Oct 2023,1254360000019259001,1,1563.10,AUTHORIZE.NET,2023-10-27
,,HARRISON CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8310,2023-10-27,2023-11-26,paid,399.98,237.94,139.89,78.66,1.00,,39.33,0.00,18.00,43.05,,,,1254360000019247249,1,443.03,AUTHORIZE.NET,2023-11-30
,,SILVESTRIES MECHANICAL COMPANY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8309,2023-10-27,2023-12-05,paid,5990.00,2833.61,3156.39,2704.89,1.30,45.16,1352.44,0.00,0.00,,,,17 Jan 2024,1254360000019247171,1,6853.32,CHECK,2024-01-17
,,CRUZ VENTURA PAVERS,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8308,2023-10-27,2023-11-26,paid,4355.64,2570.60,1553.63,823.86,1.30,18.10,411.93,0.00,196.00,,,,09 Dec 2023,1254360000019247027,3,4628.10,AUTHORIZE.NET,2023-12-09
,,MAYES MASONRY LLC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8307,2023-10-26,2023-11-25,paid,599.94,189.00,378.73,327.24,1.30,,163.62,0.00,27.00,44.25,,,,1254360000019224931,1,644.19,AUTHORIZE.NET,2024-01-29
,,MCINTOSH MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8306,2023-10-26,2023-11-25,paid,1999.80,1163.21,728.48,616.22,1.30,29.91,308.11,0.00,89.99,,,,20 Nov 2023,1254360000019224844,1,2162.12,AUTHORIZE.NET,2023-11-20
,,PACHECO CEMENT,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8305,2023-10-26,2023-11-25,paid,1469.85,356.89,1032.55,939.75,1.30,62.96,469.87,0.00,66.14,,,,27 Nov 2023,1254360000019224751,1,1608.14,AUTHORIZE.NET,2023-11-27
,,ALLIANCE CONCETE CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8304,2023-10-26,2023-11-25,paid,479.04,86.40,364.79,345.16,1.30,70.74,172.58,0.00,21.56,,,,26 Oct 2023,1254360000019224719,1,556.97,AUTHORIZE.NET,2023-10-26
,,L&M GRANITE COUNTERTOPS,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8303,2023-10-26,2023-12-11,paid,479.76,221.52,231.23,170.19,1.30,34.35,85.10,0.00,21.59,,,,02 Jan 2024,1254360000019224660,1,540.29,AUTHORIZE.NET,2024-01-02
,,TWO COUSINS MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8302,2023-10-26,2023-12-10,paid,1799.88,1271.64,438.25,65.75,1.00,24.35,32.88,0.00,80.99,,,,04 Dec 2023,1254360000019224582,1,1799.88,AUTHORIZE.NET,2023-12-04
,,TCR SERVICES,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8301,2023-10-26,2023-11-25,paid,799.50,397.00,360.61,247.42,1.30,30.21,123.71,0.00,35.98,,,,12 Jan 2024,1254360000019224313,1,837.71,AUTHORIZE.NET,2024-01-12
,,K AN C MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8300,2023-10-26,2023-11-25,paid,539.88,260.76,279.12,200.89,1.30,37.21,100.45,0.00,0.00,,,,16 Dec 2023,1254360000019224263,1,618.23,CHECK,2023-12-16
,,COUNTRY LANE HARDSCAPES,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8299,2023-10-26,2024-01-05,paid,1599.84,386.76,1126.53,1025.06,1.30,63.16,512.53,0.00,71.99,,,,10 Jan 2024,1254360000019224207,1,1731.05,AUTHORIZE.NET,2024-01-10
,,MIDWEST MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8298,2023-10-26,2023-11-25,paid,999.75,543.25,398.09,248.54,1.30,23.52,124.27,0.00,44.99,168.35,,,20 Nov 2023,1254360000019224187,1,1168.10,AUTHORIZE.NET,2023-11-20
,,PIMENTEL MASONRY LLC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8297,2023-10-26,2023-11-25,paid,599.90,217.30,382.60,317.41,1.30,52.91,158.71,0.00,0.00,83.52,,,,1254360000019224153,0,0.00,,
,,HIGH COUNTRY CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8296,2023-10-25,2023-11-24,paid,3899.79,2086.00,1813.79,1187.99,1.00,46.51,593.99,0.00,0.00,0.00,,,14 Dec 2023,1254360000019228163,1,3899.79,CHECK,2023-12-14
,,ACCENT MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8295,2023-10-25,2023-11-24,paid,575.88,260.76,315.12,236.89,1.30,41.14,118.45,0.00,0.00,82.36,,,16 Dec 2023,1254360000019228060,1,658.24,CHECK,2023-12-16
,,HOPKINS FLOORING,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8294,2023-10-25,2023-11-24,paid,599.94,217.50,382.44,317.19,1.30,52.87,158.59,0.00,0.00,48.52,,,10 Nov 2023,1254360000019228001,1,648.46,CHECK,2023-11-10
,,ROD PORTER CONSTRUCTION INC.,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8293,2023-10-25,2023-11-24,paid,299.97,117.68,182.29,146.99,1.30,49.00,73.49,0.00,0.00,23.24,,,20 Nov 2023,1254360000019224001,1,323.21,CHECK,2023-11-20
,,DURAN CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8292,2023-10-24,2023-11-23,paid,2167.28,2471.35,-421.51,-1143.00,1.30,-53.66,-571.50,0.00,97.53,181.51,,,24 Oct 2023,1254360000019215205,1,2348.79,AUTHORIZE.NET,2023-10-24
,,PAYNE CUSTOM CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8291,2023-10-24,2023-11-23,paid,751.16,321.00,430.16,333.86,1.30,44.45,166.93,0.00,0.00,54.68,,,06 Nov 2023,1254360000019215108,1,864.43,CHECK,2023-11-06
,,EDWARD SMITH PAVING LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8290,2023-10-24,2023-11-23,paid,599.94,223.98,343.02,281.77,1.30,45.98,140.88,0.00,27.00,,,,03 Jan 2024,1254360000019215078,1,658.72,AUTHORIZE.NET,2024-01-03
,,R & M CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8289,2023-10-24,2023-11-23,paid,3499.65,2302.50,1197.15,866.40,1.00,34.21,433.20,0.00,0.00,268.32,,,14 Nov 2023,1254360000019215017,1,3767.97,CHECK,2023-11-14
,,COLD STONE SHORELINES AND RETAINING WALLS,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8288,2023-10-23,2023-11-22,paid,774.00,366.00,408.00,298.20,1.30,38.53,149.10,0.00,0.00,,,,14 Nov 2023,1254360000019208346,1,836.93,CHECK,2023-11-14
,,GREYSTONE CONSTRUCTION,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8287,2023-10-23,2023-12-07,paid,1449.90,530.55,919.35,766.19,1.30,52.84,383.09,0.00,0.00,,,,22 Nov 2023,1254360000019208243,1,1507.22,CHECK,2023-11-22
,,BOLDEN MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8286,2023-10-25,2023-11-24,paid,299.97,94.50,188.36,163.62,1.30,,81.81,0.00,13.50,42.16,,,,1254360000019208184,1,342.13,AUTHORIZE.NET,2023-11-09
,,MOLFETTA CONCRETE CO,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8285,2023-10-23,2023-11-22,paid,299.70,116.70,183.00,147.99,1.30,49.38,73.99,0.00,0.00,,,,20 Dec 2023,1254360000019208125,1,368.02,CHECK,2023-12-20
,,LIPANI DESIGNS,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8284,2023-10-23,2023-11-22,paid,239.97,65.19,161.37,144.42,1.30,,72.21,0.00,10.80,28.21,,,,1254360000019208095,1,268.18,AUTHORIZE.NET,2023-11-22
,,MONROE EXCAVATING AND PAVING LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8283,2023-10-23,2023-11-22,paid,399.98,141.70,236.82,197.77,1.30,48.58,98.89,0.00,18.00,,,,03 Nov 2023,1254360000019208063,1,429.16,AUTHORIZE.NET,2023-11-03
,,VCC CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8282,2023-10-25,2023-11-24,paid,356.85,94.50,241.26,217.94,1.30,59.66,108.97,0.00,16.06,31.92,,,19 Dec 2023,1254360000019208016,1,421.78,AUTHORIZE.NET,2023-12-19
,,PAYNE CUSTOM CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8281,2023-10-23,2023-11-22,paid,631.80,270.00,361.80,280.80,1.30,,140.40,0.00,0.00,36.36,,,,1254360000019204957,1,717.44,CHECK,2023-11-06
,,COZY HEARTH MASONRY & CHIMNEY SERVICE,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8280,2023-10-23,2023-11-22,paid,99.95,43.75,50.46,38.58,1.30,37.35,19.29,0.00,4.50,,,,08 Jan 2024,1254360000019204898,1,114.84,AUTHORIZE.NET,2024-01-08
,,MEDRA LLC.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8279,2023-10-23,2023-11-22,paid,1399.96,590.65,730.14,575.12,1.00,52.15,287.56,0.00,63.00,,,,25 Nov 2023,1254360000019204804,1,1583.31,AUTHORIZE.NET,2023-11-25
,,NEWMAN CONSTRUCTION,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8278,2023-10-23,2023-11-22,paid,299.97,94.50,188.87,163.62,1.30,53.51,81.81,0.00,13.50,,,,06 Dec 2023,1254360000019204745,1,332.01,AUTHORIZE.NET,2023-12-06
,,HIBDON CONCRETE CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8277,2023-10-23,2023-11-22,paid,299.97,94.50,188.69,163.62,1.30,,81.81,0.00,13.50,35.62,,,,1254360000019204686,1,335.59,AUTHORIZE.NET,2023-12-04
,,R.A.D. CORP,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8276,2023-10-23,2023-11-22,paid,1199.88,398.00,801.88,688.48,1.30,57.38,344.24,0.00,0.00,,,,22 Dec 2023,1254360000019204553,1,1302.60,CHECK,2023-12-22
,,PEREZ LANDSCAPING,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8275,2023-10-23,2023-11-22,paid,599.94,204.12,361.85,307.59,1.30,,153.79,0.00,27.00,79.52,,,,1254360000019204427,1,679.46,AUTHORIZE.NET,2023-12-04
,,TIME STRIPING INC.,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8274,2023-10-25,2023-11-24,paid,4799.76,1700.40,3099.36,2589.24,1.30,53.95,1294.62,0.00,0.00,223.53,,,10 Nov 2023,1254360000019204387,1,5023.29,CHECK,2023-11-10
,,DIRECT MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8273,2023-10-23,2023-11-22,paid,499.95,157.50,342.45,295.20,1.30,,147.60,0.00,0.00,70.14,,,,1254360000019204328,0,0.00,,
,,DESERT ENGINEERING INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8272,2023-10-20,2023-11-19,paid,2659.90,1071.38,1588.52,1267.11,1.30,47.64,633.55,0.00,0.00,146.57,,,25 Nov 2023,1254360000019189053,1,2806.47,CHECK,2023-11-25
,,WARFIELD MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8271,2023-10-19,2023-11-18,paid,2149.71,878.72,1154.29,910.64,1.00,53.70,455.32,0.00,96.74,184.34,,,09 Jan 2024,1254360000019169033,1,2334.05,PayPal,2024-01-09
,,CALDERONI TRUCKING LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8270,2023-10-23,2023-11-22,paid,5999.40,4103.80,1575.05,1234.49,1.30,19.73,617.24,0.00,269.97,411.56,,,04 Feb 2024,1254360000019164363,1,6410.96,AUTHORIZE.NET,2024-02-04
,,COVE CONSTRUCTION,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8269,2023-10-18,2023-11-17,paid,421.44,151.50,246.75,205.53,1.30,47.76,102.76,0.00,18.96,42.35,,,12 Dec 2023,1254360000019149268,1,463.79,AUTHORIZE.NET,2023-12-12
,,ARROW CONSTRUCTION SUPPLY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8268,2023-10-17,2023-11-16,void,289.97,130.31,159.66,120.57,1.30,,60.28,314.18,,24.21,,,,1254360000019154066,0,0.00,,
,,CLARK & SONS EXCAVATING INC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8267,2023-10-17,2023-11-16,paid,539.94,209.00,301.33,249.94,1.30,45.31,124.97,0.00,24.30,52.34,,,16 Nov 2023,1254360000019150993,1,592.28,AUTHORIZE.NET,2023-11-16
,,MARK SHOCKLEY LANDSCAPING,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8266,2023-10-17,2023-11-16,paid,150.00,65.19,75.95,58.50,1.30,37.60,29.25,0.00,6.75,27.12,,,16 Nov 2023,1254360000019150961,1,177.12,AUTHORIZE.NET,2023-11-16
,,FORGETTE MASONRY,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8265,2023-10-17,2023-11-16,paid,449.97,157.64,292.33,245.04,1.30,54.46,122.52,0.00,0.00,26.35,,,06 Nov 2023,1254360000019150911,1,476.32,CHECK,2023-11-06
,,DNR****M & B CONCRETE SERVICES****DNR,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8264,2023-10-17,2023-11-16,paid,419.94,130.38,266.25,231.55,1.30,54.09,115.77,0.00,18.90,46.32,,,05 Dec 2023,1254360000019150889,1,466.26,AUTHORIZE.NET,2023-12-05
,,ALACHUA LANDSCAPE LLC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8263,2023-10-17,2023-11-16,paid,209.97,86.92,123.05,96.97,1.30,46.18,48.49,0.00,0.00,32.35,,,20 Nov 2023,1254360000019150740,1,242.32,CHECK,2023-11-20
,,GUTIERREZ CONCRETE & MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8262,2023-10-16,2023-11-15,paid,2849.80,1872.77,825.26,655.75,1.30,22.18,327.88,0.00,128.24,,,,26 Feb 2024,1254360000019104735,4,3035.48,AUTHORIZE.NET,2024-02-26
,,J & S FLATWORK,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8261,2023-10-16,2023-11-15,paid,169.26,63.00,106.26,87.36,1.30,51.61,43.68,0.00,0.00,,,,30 Oct 2023,1254360000019104676,1,198.23,CHECK,2023-10-30
,,KELLEY SAND & GRAVEL,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8260,2023-10-12,2023-11-11,paid,299.99,138.48,144.89,112.47,1.30,36.45,56.23,0.00,13.50,32.45,,,02 Jan 2024,1254360000019104603,1,332.44,AUTHORIZE.NET,2024-01-02
,,POLOS MASONRY CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8259,2023-10-12,2023-11-11,paid,846.34,312.58,487.83,407.90,1.30,47.27,203.95,0.00,38.09,72.32,,,03 Mar 2024,1254360000019104438,2,918.66,AUTHORIZE.NET,2024-03-03
,,PROSPER 1 FLOORS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8258,2023-10-12,2023-11-11,paid,175.50,67.50,97.88,79.85,1.30,44.23,39.93,0.00,7.90,12.32,,,20 Nov 2023,1254360000019104384,1,202.30,AUTHORIZE.NET,2023-11-20
,,HIGHWAY 19 CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8257,2023-10-12,2023-11-11,paid,755.43,311.61,402.93,316.34,1.30,40.96,158.17,0.00,33.99,62.35,,,14 Nov 2023,1254360000019104311,1,817.78,AUTHORIZE.NET,2023-11-14
,,BRIESER CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8256,2023-10-12,2023-11-11,paid,3599.96,1776.98,1616.31,1822.98,1.00,44.90,911.49,0.00,0.00,236.53,,,09 Nov 2023,1254360000019104244,1,4133.49,ACH TRANSFER,2023-11-09
,,MACDONALD CONSTRUCTION LLC,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8255,2023-10-12,2023-11-11,paid,0.00,40.00,-40.00,-40.00,1.00,0.00,-20.00,0.00,0.00,0.00,,,,1254360000019104212,0,0.00,,
,,RIVES CONTRACTING DESIGN,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8254,2023-10-11,2023-11-10,paid,480.26,191.45,262.33,209.76,1.30,42.66,104.88,0.00,21.61,49.32,,,22 Nov 2023,1254360000019083276,1,529.58,AUTHORIZE.NET,2023-11-22
,,FLAMINGO CONSTRUCTION INC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8253,2023-10-11,2023-11-10,paid,519.98,232.55,257.54,200.27,1.30,37.27,100.13,0.00,23.40,28.35,,,28 Nov 2023,1254360000019083230,1,597.73,AUTHORIZE.NET,2023-11-28
,,"BMP & ASSOCIATES, INC.",RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8252,2023-10-13,2023-11-12,paid,1799.69,818.31,886.65,660.90,1.30,35.96,330.45,0.00,80.99,,,,14 Nov 2023,1254360000019077938,1,1894.58,AUTHORIZE.NET,2023-11-14
,,MW & SON INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8251,2023-10-11,2023-11-10,paid,265.75,113.75,137.24,105.92,1.30,38.80,52.96,0.00,11.96,29.35,,,27 Oct 2023,1254360000019077826,1,295.10,AUTHORIZE.NET,2023-10-27
,,PALMER CONCRETE POLISHING & PREPARATION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8250,2023-10-13,2023-11-12,paid,2425.00,692.50,1732.50,1524.75,1.30,62.88,762.38,0.00,0.00,,,,23 Oct 2023,1254360000019077729,1,2592.37,CHECK,2023-10-23
,,MASTERPIECE PRECAST,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8249,2023-10-11,2023-11-10,paid,106.20,38.70,60.47,51.11,1.30,46.01,25.56,0.00,4.78,34.36,,,11 Oct 2023,1254360000019077453,1,140.56,AUTHORIZE.NET,2023-10-11
,,JACK GUERRERO,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8248,2023-10-17,2023-12-16,paid,2499.75,1816.32,549.73,400.84,1.30,15.19,200.42,0.00,112.49,174.32,,,26 Dec 2023,1254360000019077359,1,2674.07,AUTHORIZE.NET,2023-12-26
,,MOORE'S CONCRETE & MASONRY INC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8247,2023-10-11,2023-12-12,void,2000.00,1721.84,278.16,187.61,1.30,,93.80,2000.00,,0.00,,,,1254360000019077293,0,0.00,,
,,MITTS & MERRILL,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8246,2023-10-11,2023-11-10,paid,770.68,479.78,250.80,112.29,1.00,32.54,56.14,0.00,34.68,31.36,,,11 Oct 2023,1254360000019077092,1,802.04,AUTHORIZE.NET,2023-10-11
,,BM CONCRETE INC,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8245,2023-10-13,2023-11-12,paid,107.94,36.00,64.96,56.28,1.30,50.18,28.14,0.00,4.86,,,,16 Nov 2023,1254360000019059138,1,139.57,AUTHORIZE.NET,2023-11-16
,,KONOP QUALITY CORP.,JERRY PULERA,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8244,2023-10-10,2023-11-09,paid,225.00,128.80,83.60,47.43,1.30,19.98,23.72,0.00,10.13,,,,14 Nov 2023,1254360000019059057,1,252.09,AUTHORIZE.NET,2023-11-14
,,TITAN DIAMOND USA,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8243,2023-10-09,2023-11-08,paid,0.00,724.50,-724.50,-724.50,1.00,0.00,-362.25,0.00,0.00,,,,,1254360000019042508,0,0.00,,
,,RSVC COMPANY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8242,2023-10-13,2023-11-12,paid,2159.94,1256.80,781.33,805.94,1.30,36.17,402.97,0.00,97.20,,,,14 Nov 2023,1254360000019042043,1,2436.28,AUTHORIZE.NET,2023-11-14
,,KLASSENS CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8241,2023-10-09,2023-11-08,paid,959.88,392.00,517.49,413.09,1.30,42.29,206.54,0.00,43.19,,,,04 Dec 2023,1254360000019039929,2,1007.70,AUTHORIZE.NET,2023-12-04
,,DANIEL RUIZ SERVICES,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8240,2023-10-16,2023-11-15,paid,2999.70,2086.20,756.09,584.65,1.30,18.74,292.33,0.00,134.99,,,,22 Nov 2023,1254360000019039790,1,3148.24,AUTHORIZE.NET,2023-11-22
,,PALMETTO RESTORATION & UPFITS,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8239,2023-10-09,2023-11-08,void,3999.80,2150.00,1849.80,1849.80,1.00,,924.90,4188.61,,188.81,,,,1254360000019039725,0,0.00,,
,,CREATIVE DESIGN CONCEPTS,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,8238,2023-10-09,2023-11-08,paid,5999.70,1305.00,4387.23,4141.21,1.00,73.12,2070.61,0.00,269.99,,,,09 Oct 2023,1254360000019039520,1,6149.45,AUTHORIZE.NET,2023-10-09
